Symbol,Series,Record Date,Bc Start Date,Bc End Date,Ex Date,No Delivery Start Date,No Delivery End Date,Purpose,
PVP,BT,-,23/09/2010,30/09/2010,16/09/2010,16/09/2010,22/09/2010,ANNUAL GENERAL MEETING,
PVP,BE,-,23/09/2009,30/09/2009,18/09/2009,-,-,Annual General Meeting,
PVP,BT,-,23/09/2009,30/09/2009,15/09/2009,15/09/2009,22/09/2009,Annual General Meeting,
PVP,EQ,-,23/09/2009,30/09/2009,18/09/2009,-,-,Annual General Meeting,
PVP,BL,-,23/09/2009,30/09/2009,18/09/2009,-,-,Annual General Meeting,
PVP,BE,-,22/09/2008,29/09/2008,18/09/2008,-,-,Annual General Meeting,
PVP,BT,-,22/09/2008,29/09/2008,15/09/2008,15/09/2008,19/09/2008,Annual General Meeting,
PVP,BL,-,22/09/2008,29/09/2008,18/09/2008,-,-,Annual General Meeting,
PVP,EQ,-,22/09/2008,29/09/2008,18/09/2008,-,-,Annual General Meeting,
PVR,BL,-,13/08/2007,18/08/2007,09/08/2007,-,-,AGM,
PVR,BT,-,13/08/2007,18/08/2007,06/08/2007,06/08/2007,10/08/2007,AGM,
PVR,EQ,-,13/08/2007,18/08/2007,09/08/2007,-,-,AGM,
PVR,EQ,-,20/09/2010,27/09/2010,16/09/2010,-,-,ANNUAL GENERAL MEETING AND FINAL DIVIDEND RE.1/- PER SHARE,
PVR,BL,-,20/09/2010,27/09/2010,16/09/2010,-,-,ANNUAL GENERAL MEETING AND FINAL DIVIDEND RE.1/- PER SHARE,
PVR,BT,-,20/09/2010,27/09/2010,13/09/2010,13/09/2010,17/09/2010,ANNUAL GENERAL MEETING AND FINAL DIVIDEND RE.1/- PER SHARE,
PVR,BE,-,20/09/2010,27/09/2010,16/09/2010,-,-,ANNUAL GENERAL MEETING AND FINAL DIVIDEND RE.1/- PER SHARE,
PVR,EQ,-,24/09/2008,30/09/2008,22/09/2008,-,-,Annual General Meeting,
PVR,BE,-,24/09/2008,30/09/2008,22/09/2008,-,-,Annual General Meeting,
PVR,BT,-,24/09/2008,30/09/2008,17/09/2008,17/09/2008,23/09/2008,Annual General Meeting,
PVR,BL,-,24/09/2008,30/09/2008,22/09/2008,-,-,Annual General Meeting,
PVR,BL,-,21/09/2009,30/09/2009,17/09/2009,-,-,DIVIDEND-RE.1/- PER SHARE,
PVR,BT,-,21/09/2009,30/09/2009,14/09/2009,14/09/2009,18/09/2009,DIVIDEND-RE.1/- PER SHARE,
PVR,BE,-,21/09/2009,30/09/2009,17/09/2009,-,-,DIVIDEND-RE.1/- PER SHARE,
PVR,EQ,-,21/09/2009,30/09/2009,17/09/2009,-,-,DIVIDEND-RE.1/- PER SHARE,
PVR,EQ,22/04/2008,-,-,21/04/2008,-,-,INTERIM DIVIDEND - 10%   PURPOSE REVISED,
PVR,BE,22/04/2008,-,-,21/04/2008,-,-,INTERIM DIVIDEND - 10%   PURPOSE REVISED,
PVR,BT,22/04/2008,-,-,11/04/2008,11/04/2008,21/04/2008,INTERIM DIVIDEND - 10%   PURPOSE REVISED,
PVR,BL,22/04/2008,-,-,21/04/2008,-,-,INTERIM DIVIDEND - 10%   PURPOSE REVISED,
PVR,BL,10/05/2006,-,-,09/05/2006,-,-,INTERIM DIVIDEND-10%,
PVR,BT,10/05/2006,-,-,09/05/2006,-,-,INTERIM DIVIDEND-10%,
PVR,EQ,10/05/2006,-,-,09/05/2006,-,-,INTERIM DIVIDEND-10%,
PVR,BL,21/03/2007,-,-,20/03/2007,-,-,INTERIM DIVIDEND-10%     PURPOSE REVISED,
PVR,BT,21/03/2007,-,-,13/03/2007,13/03/2007,20/03/2007,INTERIM DIVIDEND-10%     PURPOSE REVISED,
PVR,EQ,21/03/2007,-,-,20/03/2007,-,-,INTERIM DIVIDEND-10%     PURPOSE REVISED,
QUINTEGRA,EQ,-,11/08/2006,18/08/2006,09/08/2006,-,-,AGM,
QUINTEGRA,BE,-,21/03/2006,27/03/2006,17/03/2006,-,-,AGM,
QUINTEGRA,BL,-,21/03/2006,27/03/2006,17/03/2006,-,-,AGM,
QUINTEGRA,BL,-,11/08/2006,18/08/2006,09/08/2006,-,-,AGM,
QUINTEGRA,BT,-,21/03/2006,27/03/2006,17/03/2006,-,-,AGM,
QUINTEGRA,BT,-,11/08/2006,18/08/2006,09/08/2006,-,-,AGM,
QUINTEGRA,EQ,-,21/03/2006,27/03/2006,17/03/2006,-,-,AGM,
QUINTEGRA,EQ,-,23/09/2008,29/09/2008,19/09/2008,-,-,AGM/DIVIDEND - 3%,
QUINTEGRA,BE,-,23/09/2008,29/09/2008,19/09/2008,-,-,AGM/DIVIDEND - 3%,
QUINTEGRA,BT,-,23/09/2008,29/09/2008,16/09/2008,16/09/2008,22/09/2008,AGM/DIVIDEND - 3%,
QUINTEGRA,BL,-,23/09/2008,29/09/2008,19/09/2008,-,-,AGM/DIVIDEND - 3%,
QUINTEGRA,BE,-,17/12/2001,21/12/2001,03/12/2001,03/12/2001,07/12/2001,AGM/DIVIDEND-21%         PURPOSE REVISED,
QUINTEGRA,BL,-,18/09/2007,26/09/2007,14/09/2007,-,-,AGM/DIVIDEND-6%,
QUINTEGRA,BT,-,18/09/2007,26/09/2007,11/09/2007,11/09/2007,17/09/2007,AGM/DIVIDEND-6%,
QUINTEGRA,EQ,-,18/09/2007,26/09/2007,14/09/2007,-,-,AGM/DIVIDEND-6%,
QUINTEGRA,BT,-,23/09/2010,30/09/2010,16/09/2010,16/09/2010,22/09/2010,ANNUAL GENERAL MEETING,
QUINTEGRA,BE,-,23/09/2010,30/09/2010,21/09/2010,-,-,ANNUAL GENERAL MEETING,
QUINTEGRA,EQ,-,23/09/2010,30/09/2010,21/09/2010,-,-,ANNUAL GENERAL MEETING,
QUINTEGRA,BL,-,23/09/2010,30/09/2010,21/09/2010,-,-,ANNUAL GENERAL MEETING,
QUINTEGRA,BE,-,23/09/2009,30/09/2009,18/09/2009,-,-,Annual General Meeting,
QUINTEGRA,BT,-,23/09/2009,30/09/2009,15/09/2009,15/09/2009,22/09/2009,Annual General Meeting,
QUINTEGRA,EQ,-,23/09/2009,30/09/2009,18/09/2009,-,-,Annual General Meeting,
QUINTEGRA,BL,-,23/09/2009,30/09/2009,18/09/2009,-,-,Annual General Meeting,
RADAAN,BE,-,20/09/2005,27/09/2005,16/09/2005,-,-,AGM,
RADAAN,BL,-,21/09/2006,28/09/2006,19/09/2006,-,-,AGM,
RADAAN,EQ,-,17/09/2007,24/09/2007,13/09/2007,-,-,AGM,
RADAAN,BT,-,17/09/2007,24/09/2007,10/09/2007,10/09/2007,14/09/2007,AGM,
RADAAN,BL,-,17/09/2007,24/09/2007,13/09/2007,-,-,AGM,
RADAAN,BE,-,17/09/2007,24/09/2007,13/09/2007,-,-,AGM,
RADAAN,EQ,-,21/09/2006,28/09/2006,19/09/2006,-,-,AGM,
RADAAN,EQ,-,20/09/2005,27/09/2005,16/09/2005,-,-,AGM,
RADAAN,BT,-,21/09/2006,28/09/2006,19/09/2006,-,-,AGM,
RADAAN,BT,-,20/09/2005,27/09/2005,16/09/2005,-,-,AGM,
RADAAN,BE,-,03/10/2008,04/10/2008,29/09/2008,-,-,ANNUAL BOOK CLOSURE,
RADAAN,EQ,-,03/10/2008,04/10/2008,29/09/2008,-,-,ANNUAL BOOK CLOSURE,
RADAAN,BL,-,03/10/2008,04/10/2008,29/09/2008,-,-,ANNUAL BOOK CLOSURE,
RADAAN,BT,-,03/10/2008,04/10/2008,24/09/2008,24/09/2008,01/10/2008,ANNUAL BOOK CLOSURE,
RADAAN,EQ,-,27/09/2010,28/09/2010,23/09/2010,-,-,ANNUAL GENERAL MEETING,
RADAAN,BL,-,27/09/2010,28/09/2010,23/09/2010,-,-,ANNUAL GENERAL MEETING,
RADAAN,BT,-,27/09/2010,28/09/2010,20/09/2010,20/09/2010,24/09/2010,ANNUAL GENERAL MEETING,
RADAAN,BE,-,27/09/2010,28/09/2010,23/09/2010,-,-,ANNUAL GENERAL MEETING,
RADAAN,EQ,-,12/09/2009,18/09/2009,10/09/2009,-,-,Annual General Meeting,
RADAAN,BL,-,12/09/2009,18/09/2009,10/09/2009,-,-,Annual General Meeting,
RADAAN,BT,-,12/09/2009,18/09/2009,07/09/2009,07/09/2009,11/09/2009,Annual General Meeting,
RADAAN,BE,-,12/09/2009,18/09/2009,10/09/2009,-,-,Annual General Meeting,
RADICO,BL,-,08/09/2009,15/09/2009,04/09/2009,-,-,AGM/DIV-RS.0.30 PER SHARE,
RADICO,BT,-,08/09/2009,15/09/2009,01/09/2009,01/09/2009,07/09/2009,AGM/DIV-RS.0.30 PER SHARE,
RADICO,EQ,-,08/09/2009,15/09/2009,04/09/2009,-,-,AGM/DIV-RS.0.30 PER SHARE,
RADICO,BT,-,23/09/2008,30/09/2008,16/09/2008,16/09/2008,22/09/2008,AGM/DIVIDEND - 25%,
RADICO,BL,-,23/09/2008,30/09/2008,19/09/2008,-,-,AGM/DIVIDEND - 25%,
RADICO,EQ,-,23/09/2008,30/09/2008,19/09/2008,-,-,AGM/DIVIDEND - 25%,
RADICO,BL,-,01/11/2005,16/11/2005,28/10/2005,-,-,AGM/DIVIDEND-22%,
RADICO,BT,-,01/11/2005,16/11/2005,28/10/2005,-,-,AGM/DIVIDEND-22%,
RADICO,EQ,-,01/11/2005,16/11/2005,28/10/2005,-,-,AGM/DIVIDEND-22%,
RADICO,BT,-,19/09/2007,26/09/2007,12/09/2007,12/09/2007,18/09/2007,AGM/DIVIDEND-25%,
RADICO,BL,-,18/09/2006,25/09/2006,14/09/2006,-,-,AGM/DIVIDEND-25%,
RADICO,BT,-,18/09/2006,25/09/2006,14/09/2006,-,-,AGM/DIVIDEND-25%,
RADICO,EQ,-,18/09/2006,25/09/2006,14/09/2006,-,-,AGM/DIVIDEND-25%,
RADICO,BL,-,19/09/2007,26/09/2007,17/09/2007,-,-,AGM/DIVIDEND-25%,
RADICO,EQ,-,19/09/2007,26/09/2007,17/09/2007,-,-,AGM/DIVIDEND-25%,
RADICO,BL,-,02/09/2010,09/09/2010,31/08/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RE.0.60 PER SHARE,
RADICO,EQ,-,02/09/2010,09/09/2010,31/08/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RE.0.60 PER SHARE,
RADICO,BT,-,02/09/2010,09/09/2010,26/08/2010,26/08/2010,01/09/2010,ANNUAL GENERAL MEETING AND DIVIDEND RE.0.60 PER SHARE,
RADICOKHAI,AE,-,16/05/2001,04/06/2001,30/04/2001,30/04/2001,09/05/2001,AGM/DIVIDEND-14%,
RADICOKHAI,BE,-,16/05/2001,04/06/2001,27/04/2001,27/04/2001,11/05/2001,AGM/DIVIDEND-14%,
RADICOKHAI,BT,-,16/05/2001,04/06/2001,27/04/2001,-,-,AGM/DIVIDEND-14%,
RADICOKHAI,EQ,-,16/05/2001,04/06/2001,18/04/2001,18/04/2001,15/05/2001,AGM/DIVIDEND-14%,
RADICOKHAI,TT,-,16/05/2001,04/06/2001,18/04/2001,-,-,AGM/DIVIDEND-14%,
RADICOKHAI,EQ,-,01/07/2002,16/07/2002,26/06/2002,-,-,AGM/DIVIDEND-RS.2 PER SH,
RADICOKHAI,BT,-,01/07/2002,16/07/2002,26/06/2002,-,-,AGM/DIVIDEND-RS.2 PER SH,
RAINBOWPAP,EQ,-,02/07/2010,08/07/2010,29/06/2010,-,-,DIVIDEND-RS.2/- PER SHARE,
RAINBOWPAP,BL,-,02/07/2010,08/07/2010,29/06/2010,-,-,DIVIDEND-RS.2/- PER SHARE,
RAINBOWPAP,BT,-,02/07/2010,08/07/2010,24/06/2010,24/06/2010,01/07/2010,DIVIDEND-RS.2/- PER SHARE,
RAINBOWPAP,BE,-,02/07/2010,08/07/2010,29/06/2010,-,-,DIVIDEND-RS.2/- PER SHARE,
RAINBOWPAP,BE,12/08/2010,-,-,11/08/2010,-,-,FACE VALUE SPLIT FROM RS.10/- TO RS.2/-,
RAINBOWPAP,BL,12/08/2010,-,-,11/08/2010,-,-,FACE VALUE SPLIT FROM RS.10/- TO RS.2/-,
RAINBOWPAP,BT,12/08/2010,-,-,05/08/2010,05/08/2010,11/08/2010,FACE VALUE SPLIT FROM RS.10/- TO RS.2/-,
RAINBOWPAP,EQ,12/08/2010,-,-,11/08/2010,-,-,FACE VALUE SPLIT FROM RS.10/- TO RS.2/-,
RAINCALCIN,EQ,-,22/09/2005,24/09/2005,20/09/2005,-,-,AGM,
RAINCALCIN,BT,-,22/09/2005,24/09/2005,20/09/2005,-,-,AGM,
RAINCALCIN,BE,-,16/07/2001,18/07/2001,02/07/2001,02/07/2001,06/07/2001,AGM,
RAINCALCIN,BE,-,22/09/2005,24/09/2005,20/09/2005,-,-,AGM,
RAINCALCIN,BL,-,25/07/2007,01/08/2007,23/07/2007,-,-,AGM/DIVIDEND-10%,
RAINCALCIN,BT,-,25/07/2007,01/08/2007,18/07/2007,18/07/2007,24/07/2007,AGM/DIVIDEND-10%,
RAINCALCIN,EQ,-,25/07/2007,01/08/2007,23/07/2007,-,-,AGM/DIVIDEND-10%,
RAINCALCIN,BL,-,22/09/2006,29/09/2006,20/09/2006,-,-,AGM/DIVIDEND-8%,
RAINCALCIN,BT,-,22/09/2006,29/09/2006,20/09/2006,-,-,AGM/DIVIDEND-8%,
RAINCALCIN,EQ,-,22/09/2006,29/09/2006,20/09/2006,-,-,AGM/DIVIDEND-8%,
RAINCOM,BT,-,10/06/2009,17/06/2009,03/06/2009,03/06/2009,09/06/2009,AGM/DIV-RS.3.70 PER SHARE,
RAINCOM,BE,-,10/06/2009,17/06/2009,08/06/2009,-,-,AGM/DIV-RS.3.70 PER SHARE,
RAINCOM,BL,-,10/06/2009,17/06/2009,08/06/2009,-,-,AGM/DIV-RS.3.70 PER SHARE,
RAINCOM,EQ,-,10/06/2009,17/06/2009,08/06/2009,-,-,AGM/DIV-RS.3.70 PER SHARE,
RAINCOM,BE,-,02/06/2010,07/06/2010,31/05/2010,-,-,AGM/DIV-RS.3.70 PER SHARE,
RAINCOM,BT,-,02/06/2010,07/06/2010,25/05/2010,25/05/2010,01/06/2010,AGM/DIV-RS.3.70 PER SHARE,
RAINCOM,BL,-,02/06/2010,07/06/2010,31/05/2010,-,-,AGM/DIV-RS.3.70 PER SHARE,
RAINCOM,EQ,-,02/06/2010,07/06/2010,31/05/2010,-,-,AGM/DIV-RS.3.70 PER SHARE,
RAINCOM,BE,-,18/06/2008,25/06/2008,16/06/2008,-,-,AGM/DIVIDEND - 28%,
RAINCOM,BT,-,18/06/2008,25/06/2008,11/06/2008,11/06/2008,17/06/2008,AGM/DIVIDEND - 28%,
RAINCOM,EQ,-,18/06/2008,25/06/2008,16/06/2008,-,-,AGM/DIVIDEND - 28%,
RAINCOM,BL,-,18/06/2008,25/06/2008,16/06/2008,-,-,AGM/DIVIDEND - 28%,
RAINCOM,BE,-,05/05/2011,12/05/2011,03/05/2011,-,-,ANNUAL GENERAL MEETING AND DIVIDEND - RS. 4.60 PER SHARE,
RAINCOM,BT,-,05/05/2011,12/05/2011,28/04/2011,28/04/2011,04/05/2011,ANNUAL GENERAL MEETING AND DIVIDEND - RS. 4.60 PER SHARE,
RAINCOM,EQ,-,05/05/2011,12/05/2011,03/05/2011,-,-,ANNUAL GENERAL MEETING AND DIVIDEND - RS. 4.60 PER SHARE,
RAINCOM,BL,-,05/05/2011,12/05/2011,03/05/2011,-,-,ANNUAL GENERAL MEETING AND DIVIDEND - RS. 4.60 PER SHARE,
RAINCOM,BL,16/06/2011,-,-,15/06/2011,-,-,FACE VALUE SPLIT FROM RS.10/- TO RS.2/-,
RAINCOM,EQ,16/06/2011,-,-,15/06/2011,-,-,FACE VALUE SPLIT FROM RS.10/- TO RS.2/-,
RAINCOM,BE,16/06/2011,-,-,15/06/2011,-,-,FACE VALUE SPLIT FROM RS.10/- TO RS.2/-,
RAINCOM,BT,16/06/2011,-,-,09/06/2011,09/06/2011,15/06/2011,FACE VALUE SPLIT FROM RS.10/- TO RS.2/-,
RAIREKMOH,BL,-,23/09/2006,29/09/2006,21/09/2006,-,-,AGM,
RAIREKMOH,BT,-,15/09/2005,29/09/2005,13/09/2005,-,-,AGM,
RAIREKMOH,BT,-,23/09/2006,29/09/2006,21/09/2006,-,-,AGM,
RAIREKMOH,EQ,-,15/09/2005,29/09/2005,13/09/2005,-,-,AGM,
RAIREKMOH,TT,-,13/09/2003,27/09/2003,11/09/2003,-,-,AGM,
RAIREKMOH,EQ,-,23/09/2006,29/09/2006,21/09/2006,-,-,AGM,
RAIREKMOH,TT,-,15/09/2004,29/09/2004,13/09/2004,-,-,AGM,
RAIREKMOH,BL,-,20/09/2007,27/09/2007,18/09/2007,-,-,AGM,
RAIREKMOH,BT,-,20/09/2007,27/09/2007,13/09/2007,13/09/2007,19/09/2007,AGM,
RAIREKMOH,EQ,-,20/09/2007,27/09/2007,18/09/2007,-,-,AGM,
RAIREKMOH,BE,-,20/09/2010,27/09/2010,16/09/2010,-,-,ANNUAL GENERAL MEETING,
RAIREKMOH,BT,-,20/09/2010,27/09/2010,13/09/2010,13/09/2010,17/09/2010,ANNUAL GENERAL MEETING,
RAIREKMOH,EQ,-,20/09/2010,27/09/2010,16/09/2010,-,-,ANNUAL GENERAL MEETING,
RAIREKMOH,BL,-,20/09/2010,27/09/2010,16/09/2010,-,-,ANNUAL GENERAL MEETING,
RAIREKMOH,EQ,-,20/09/2008,27/09/2008,18/09/2008,-,-,Annual General Meeting,
RAIREKMOH,BE,-,23/09/2009,30/09/2009,18/09/2009,-,-,Annual General Meeting,
RAIREKMOH,BE,-,20/09/2008,27/09/2008,18/09/2008,-,-,Annual General Meeting,
RAIREKMOH,BT,-,23/09/2009,30/09/2009,15/09/2009,15/09/2009,22/09/2009,Annual General Meeting,
RAIREKMOH,BT,-,20/09/2008,27/09/2008,15/09/2008,15/09/2008,19/09/2008,Annual General Meeting,
RAIREKMOH,EQ,-,23/09/2009,30/09/2009,18/09/2009,-,-,Annual General Meeting,
RAIREKMOH,BL,-,23/09/2009,30/09/2009,18/09/2009,-,-,Annual General Meeting,
RAIREKMOH,BL,-,20/09/2008,27/09/2008,18/09/2008,-,-,Annual General Meeting,
RAJESHEXPO,BE,-,19/09/2003,25/09/2003,17/09/2003,-,-,AGM,
RAJESHEXPO,BE,-,21/09/2004,25/09/2004,17/09/2004,-,-,AGM / DIVIDEND-50%,
RAJESHEXPO,BE,-,12/09/2008,16/09/2008,10/09/2008,-,-,AGM/DIVIDEND - 35%,
RAJESHEXPO,EQ,-,12/09/2008,16/09/2008,10/09/2008,-,-,AGM/DIVIDEND - 35%,
RAJESHEXPO,BL,-,12/09/2008,16/09/2008,10/09/2008,-,-,AGM/DIVIDEND - 35%,
RAJESHEXPO,BT,-,12/09/2008,16/09/2008,05/09/2008,05/09/2008,11/09/2008,AGM/DIVIDEND - 35%,
RAJESHEXPO,BT,-,12/09/2006,16/09/2006,08/09/2006,-,-,AGM/DIVIDEND-100%,
RAJESHEXPO,EQ,-,12/09/2006,16/09/2006,08/09/2006,-,-,AGM/DIVIDEND-100%,
RAJESHEXPO,BL,-,18/09/2007,22/09/2007,14/09/2007,-,-,AGM/DIVIDEND-100%,
RAJESHEXPO,BL,-,12/09/2006,16/09/2006,08/09/2006,-,-,AGM/DIVIDEND-100%,
RAJESHEXPO,EQ,-,18/09/2007,22/09/2007,14/09/2007,-,-,AGM/DIVIDEND-100%,
RAJESHEXPO,BT,-,18/09/2007,22/09/2007,11/09/2007,11/09/2007,17/09/2007,AGM/DIVIDEND-100%,
RAJESHEXPO,BT,-,09/08/2005,13/08/2005,05/08/2005,-,-,AGM/DIVIDEND-65%,
RAJESHEXPO,EQ,-,09/08/2005,13/08/2005,05/08/2005,-,-,AGM/DIVIDEND-65%,
RAJESHEXPO,BE,-,17/09/2010,22/09/2010,15/09/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RE.1/- PER SHARE,
RAJESHEXPO,BT,-,17/09/2010,22/09/2010,09/09/2010,09/09/2010,16/09/2010,ANNUAL GENERAL MEETING AND DIVIDEND RE.1/- PER SHARE,
RAJESHEXPO,EQ,-,17/09/2010,22/09/2010,15/09/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RE.1/- PER SHARE,
RAJESHEXPO,BL,-,17/09/2010,22/09/2010,15/09/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RE.1/- PER SHARE,
RAJESHEXPO,BL,-,25/09/2009,29/09/2009,23/09/2009,-,-,DIVIDEND-RE.0.60 PR SHARE,
RAJESHEXPO,BT,-,25/09/2009,29/09/2009,17/09/2009,17/09/2009,24/09/2009,DIVIDEND-RE.0.60 PR SHARE,
RAJESHEXPO,EQ,-,25/09/2009,29/09/2009,23/09/2009,-,-,DIVIDEND-RE.0.60 PR SHARE,
RAJESHEXPO,BE,-,25/09/2009,29/09/2009,23/09/2009,-,-,DIVIDEND-RE.0.60 PR SHARE,
RAJESHEXPO,EQ,05/02/2008,-,-,29/01/2008,29/01/2008,04/02/2008,FV SPL-RS2 TO RE1/BON-2:1,
RAJESHEXPO,BL,05/02/2008,-,-,29/01/2008,29/01/2008,04/02/2008,FV SPL-RS2 TO RE1/BON-2:1,
RAJESHEXPO,BE,05/02/2008,-,-,29/01/2008,29/01/2008,04/02/2008,FV SPL-RS2 TO RE1/BON-2:1,
RAJESHEXPO,BT,05/02/2008,-,-,29/01/2008,29/01/2008,04/02/2008,FV SPL-RS2 TO RE1/BON-2:1,
RAJOIL,EQ,-,23/09/2010,30/09/2010,21/09/2010,-,-,ANNUAL GENERAL MEETING,
RAJOIL,BE,-,23/09/2010,30/09/2010,21/09/2010,-,-,ANNUAL GENERAL MEETING,
RAJOIL,BL,-,23/09/2010,30/09/2010,21/09/2010,-,-,ANNUAL GENERAL MEETING,
RAJOIL,BT,-,23/09/2010,30/09/2010,16/09/2010,16/09/2010,22/09/2010,ANNUAL GENERAL MEETING,
RAJPALAYAM,EQ,-,29/07/2010,04/08/2010,27/07/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RS.6/- PER SHARE,
RAJPALAYAM,BL,-,29/07/2010,04/08/2010,27/07/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RS.6/- PER SHARE,
RAJPALAYAM,BT,-,29/07/2010,04/08/2010,22/07/2010,22/07/2010,28/07/2010,ANNUAL GENERAL MEETING AND DIVIDEND RS.6/- PER SHARE,
RAJPALAYAM,BE,-,29/07/2010,04/08/2010,27/07/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RS.6/- PER SHARE,
RAJRAYON,BT,-,21/09/2007,28/09/2007,14/09/2007,14/09/2007,20/09/2007,AGM/DIVIDEND-5%,
RAJRAYON,EQ,-,21/09/2007,28/09/2007,19/09/2007,-,-,AGM/DIVIDEND-5%,
RAJRAYON,BL,-,21/09/2007,28/09/2007,19/09/2007,-,-,AGM/DIVIDEND-5%,
RAJRAYON,BE,-,31/07/2010,07/08/2010,29/07/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RE.0.30 PER SHARE,
RAJRAYON,EQ,-,31/07/2010,07/08/2010,29/07/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RE.0.30 PER SHARE,
RAJRAYON,BT,-,31/07/2010,07/08/2010,26/07/2010,26/07/2010,30/07/2010,ANNUAL GENERAL MEETING AND DIVIDEND RE.0.30 PER SHARE,
RAJRAYON,BL,-,31/07/2010,07/08/2010,29/07/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RE.0.30 PER SHARE,
RAJRAYON,BL,-,23/09/2009,30/09/2009,18/09/2009,-,-,Annual General Meeting,
RAJRAYON,EQ,-,23/09/2009,30/09/2009,18/09/2009,-,-,Annual General Meeting,
RAJRAYON,BT,-,23/09/2009,30/09/2009,15/09/2009,15/09/2009,22/09/2009,Annual General Meeting,
RAJRAYON,BE,-,23/09/2009,30/09/2009,18/09/2009,-,-,Annual General Meeting,
RAJRAYON,EQ,-,23/09/2008,30/09/2008,19/09/2008,-,-,Annual General Meeting,
RAJRAYON,BL,-,23/09/2008,30/09/2008,19/09/2008,-,-,Annual General Meeting,
RAJRAYON,BT,-,23/09/2008,30/09/2008,16/09/2008,16/09/2008,22/09/2008,Annual General Meeting,
RAJRAYON,BE,-,23/09/2008,30/09/2008,19/09/2008,-,-,Annual General Meeting,
RAJSREESUG,BT,-,16/09/2009,23/09/2009,09/09/2009,09/09/2009,15/09/2009,AGM/DIV-RE.1/- PER SHARE,
RAJSREESUG,EQ,-,16/09/2009,23/09/2009,14/09/2009,-,-,AGM/DIV-RE.1/- PER SHARE,
RAJSREESUG,BE,-,16/09/2009,23/09/2009,14/09/2009,-,-,AGM/DIV-RE.1/- PER SHARE,
RAJSREESUG,BL,-,16/09/2009,23/09/2009,14/09/2009,-,-,AGM/DIV-RE.1/- PER SHARE,
RAJSREESUG,EQ,-,03/09/2007,10/09/2007,30/08/2007,-,-,AGM/DIV-RS.3.50 PER SH,
RAJSREESUG,BL,-,03/09/2007,10/09/2007,30/08/2007,-,-,AGM/DIV-RS.3.50 PER SH,
RAJSREESUG,BT,-,03/09/2007,10/09/2007,27/08/2007,27/08/2007,31/08/2007,AGM/DIV-RS.3.50 PER SH,
RAJSREESUG,BT,-,16/09/2005,30/09/2005,14/09/2005,-,-,AGM/DIV-RS.3/- PER SHARE,
RAJSREESUG,EQ,-,16/09/2005,30/09/2005,14/09/2005,-,-,AGM/DIV-RS.3/- PER SHARE,
RAJSREESUG,BE,-,17/08/2001,05/09/2001,06/08/2001,06/08/2001,10/08/2001,AGM/DIVIDEND-10%,
RAJSREESUG,BL,-,01/09/2006,06/09/2006,30/08/2006,-,-,AGM/DIVIDEND-RS.5/ PER SH,
RAJSREESUG,BT,-,01/09/2006,06/09/2006,30/08/2006,-,-,AGM/DIVIDEND-RS.5/ PER SH,
RAJSREESUG,EQ,-,01/09/2006,06/09/2006,30/08/2006,-,-,AGM/DIVIDEND-RS.5/ PER SH,
RAJSREESUG,EQ,-,17/09/2010,20/09/2010,15/09/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RS.3/- PER SHARE,
RAJSREESUG,BL,-,17/09/2010,20/09/2010,15/09/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RS.3/- PER SHARE,
RAJSREESUG,BT,-,17/09/2010,20/09/2010,09/09/2010,09/09/2010,16/09/2010,ANNUAL GENERAL MEETING AND DIVIDEND RS.3/- PER SHARE,
RAJSREESUG,BE,-,17/09/2010,20/09/2010,15/09/2010,-,-,ANNUAL GENERAL MEETING AND DIVIDEND RS.3/- PER SHARE,
RAJSREESUG,EQ,-,22/09/2008,29/09/2008,18/09/2008,-,-,Annual General Meeting,
RAJSREESUG,BE,-,22/09/2008,29/09/2008,18/09/2008,-,-,Annual General Meeting,
RAJSREESUG,BL,-,22/09/2008,29/09/2008,18/09/2008,-,-,Annual General Meeting,
RAJSREESUG,BT,-,22/09/2008,29/09/2008,15/09/2008,15/09/2008,19/09/2008,Annual General Meeting,
RAJTV,BT,-,23/09/2008,29/09/2008,16/09/2008,16/09/2008,22/09/2008,AGM/DIVIDEND - 15%,
RAJTV,BL,-,23/09/2008,29/09/2008,19/09/2008,-,-,AGM/DIVIDEND - 15%,
RAJTV,EQ,-,23/09/2008,29/09/2008,19/09/2008,-,-,AGM/DIVIDEND - 15%,
RAJTV,BE,-,23/09/2008,29/09/2008,19/09/2008,-,-,AGM/DIVIDEND - 15%,
RAJTV,BL,-,19/09/2007,28/09/2007,17/09/2007,-,-,AGM/FINAL DIVIDEND-10%,
