"","Date","Day","For Trading","For Settlement","Reason","Date","Month","Year","Equity URL","Derivative URL"
"2404","2007-08-01","Wed","Working Day","Working Day","-","1","AUG","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm1AUG2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/AUG/fo1AUG2007bhav.csv.zip"
"2405","2007-08-02","Thu","Working Day","Working Day","-","2","AUG","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm2AUG2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/AUG/fo2AUG2007bhav.csv.zip"
"2406","2007-08-03","Fri","Working Day","Working Day","-","3","AUG","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm3AUG2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/AUG/fo3AUG2007bhav.csv.zip"
"2407","2007-08-04","Sat","Holiday","Holiday","Weekend","4","AUG","2007","",""
"2408","2007-08-05","Sun","Holiday","Holiday","Weekend","5","AUG","2007","",""
"2409","2007-08-06","Mon","Working Day","Working Day","-","6","AUG","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm6AUG2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/AUG/fo6AUG2007bhav.csv.zip"
"2410","2007-08-07","Tue","Working Day","Working Day","-","7","AUG","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm7AUG2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/AUG/fo7AUG2007bhav.csv.zip"
"2411","2007-08-08","Wed","Working Day","Working Day","-","8","AUG","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm8AUG2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/AUG/fo8AUG2007bhav.csv.zip"
"2412","2007-08-09","Thu","Working Day","Working Day","-","9","AUG","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm9AUG2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/AUG/fo9AUG2007bhav.csv.zip"
"2413","2007-08-10","Fri","Working Day","Working Day","-","10","AUG","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm10AUG2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/AUG/fo10AUG2007bhav.csv.zip"
"2414","2007-08-11","Sat","Holiday","Holiday","Weekend","11","AUG","2007","",""
"2415","2007-08-12","Sun","Holiday","Holiday","Weekend","12","AUG","2007","",""
"2416","2007-08-13","Mon","Working Day","Working Day","-","13","AUG","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm13AUG2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/AUG/fo13AUG2007bhav.csv.zip"
"2417","2007-08-14","Tue","Working Day","Working Day","-","14","AUG","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm14AUG2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/AUG/fo14AUG2007bhav.csv.zip"
"2418","2007-08-15","Wed","Holiday","Holiday","Independence Day","15","AUG","2007","",""
"2419","2007-08-16","Thu","Working Day","Working Day","-","16","AUG","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm16AUG2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/AUG/fo16AUG2007bhav.csv.zip"
"2420","2007-08-17","Fri","Working Day","Working Day","-","17","AUG","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm17AUG2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/AUG/fo17AUG2007bhav.csv.zip"
"2421","2007-08-18","Sat","Holiday","Holiday","Weekend","18","AUG","2007","",""
"2422","2007-08-19","Sun","Holiday","Holiday","Weekend","19","AUG","2007","",""
"2423","2007-08-20","Mon","Working Day","Working Day","-","20","AUG","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm20AUG2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/AUG/fo20AUG2007bhav.csv.zip"
"2424","2007-08-21","Tue","Working Day","Working Day","-","21","AUG","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm21AUG2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/AUG/fo21AUG2007bhav.csv.zip"
"2425","2007-08-22","Wed","Working Day","Working Day","-","22","AUG","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm22AUG2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/AUG/fo22AUG2007bhav.csv.zip"
