"Date","Day","For Trading","For Settlement","Reason","Date","Month","Year","URL"
"2006-11-17","Fri","Working Day","Working Day",,17,"NOV",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/NOV/cm17NOV2006bhav.csv.zip"
"2006-11-18","Sat","Holiday","Holiday","Weekend",18,"NOV",2006,"NA"
"2006-11-19","Sun","Holiday","Holiday","Weekend",19,"NOV",2006,"NA"
"2006-11-20","Mon","Working Day","Working Day",,20,"NOV",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/NOV/cm20NOV2006bhav.csv.zip"
"2006-11-21","Tue","Working Day","Working Day",,21,"NOV",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/NOV/cm21NOV2006bhav.csv.zip"
"2006-11-22","Wed","Working Day","Working Day",,22,"NOV",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/NOV/cm22NOV2006bhav.csv.zip"
"2006-11-23","Thu","Working Day","Working Day",,23,"NOV",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/NOV/cm23NOV2006bhav.csv.zip"
"2006-11-24","Fri","Working Day","Working Day",,24,"NOV",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/NOV/cm24NOV2006bhav.csv.zip"
"2006-11-25","Sat","Holiday","Holiday","Weekend",25,"NOV",2006,"NA"
"2006-11-26","Sun","Holiday","Holiday","Weekend",26,"NOV",2006,"NA"
"2006-11-27","Mon","Working Day","Working Day",,27,"NOV",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/NOV/cm27NOV2006bhav.csv.zip"
"2006-11-28","Tue","Working Day","Working Day",,28,"NOV",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/NOV/cm28NOV2006bhav.csv.zip"
"2006-11-29","Wed","Working Day","Working Day",,29,"NOV",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/NOV/cm29NOV2006bhav.csv.zip"
"2006-11-30","Thu","Working Day","Working Day",,30,"NOV",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/NOV/cm30NOV2006bhav.csv.zip"
"2006-12-01","Fri","Working Day","Working Day",,1,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm1DEC2006bhav.csv.zip"
"2006-12-02","Sat","Holiday","Holiday","Weekend",2,"DEC",2006,"NA"
"2006-12-03","Sun","Holiday","Holiday","Weekend",3,"DEC",2006,"NA"
"2006-12-04","Mon","Working Day","Working Day",,4,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm4DEC2006bhav.csv.zip"
"2006-12-05","Tue","Working Day","Working Day",,5,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm5DEC2006bhav.csv.zip"
"2006-12-06","Wed","Working Day","Working Day",,6,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm6DEC2006bhav.csv.zip"
"2006-12-07","Thu","Working Day","Working Day",,7,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm7DEC2006bhav.csv.zip"
"2006-12-08","Fri","Working Day","Working Day",,8,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm8DEC2006bhav.csv.zip"
"2006-12-09","Sat","Holiday","Holiday","Weekend",9,"DEC",2006,"NA"
"2006-12-10","Sun","Holiday","Holiday","Weekend",10,"DEC",2006,"NA"
"2006-12-11","Mon","Working Day","Working Day",,11,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm11DEC2006bhav.csv.zip"
"2006-12-12","Tue","Working Day","Working Day",,12,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm12DEC2006bhav.csv.zip"
"2006-12-13","Wed","Working Day","Working Day",,13,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm13DEC2006bhav.csv.zip"
"2006-12-14","Thu","Working Day","Working Day",,14,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm14DEC2006bhav.csv.zip"
"2006-12-15","Fri","Working Day","Working Day",,15,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm15DEC2006bhav.csv.zip"
"2006-12-16","Sat","Holiday","Holiday","Weekend",16,"DEC",2006,"NA"
"2006-12-17","Sun","Holiday","Holiday","Weekend",17,"DEC",2006,"NA"
"2006-12-18","Mon","Working Day","Working Day",,18,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm18DEC2006bhav.csv.zip"
"2006-12-19","Tue","Working Day","Working Day",,19,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm19DEC2006bhav.csv.zip"
"2006-12-20","Wed","Working Day","Working Day",,20,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm20DEC2006bhav.csv.zip"
"2006-12-21","Thu","Working Day","Working Day",,21,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm21DEC2006bhav.csv.zip"
"2006-12-22","Fri","Working Day","Working Day",,22,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm22DEC2006bhav.csv.zip"
"2006-12-23","Sat","Holiday","Holiday","Weekend",23,"DEC",2006,"NA"
"2006-12-24","Sun","Holiday","Holiday","Weekend",24,"DEC",2006,"NA"
"2006-12-25","Mon","Holiday","Holiday","Christmas",25,"DEC",2006,"NA"
"2006-12-26","Tue","Working Day","Working Day",,26,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm26DEC2006bhav.csv.zip"
"2006-12-27","Wed","Working Day","Working Day",,27,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm27DEC2006bhav.csv.zip"
"2006-12-28","Thu","Working Day","Working Day",,28,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm28DEC2006bhav.csv.zip"
"2006-12-29","Fri","Working Day","Working Day",,29,"DEC",2006,"http://www.nseindia.com/content/historical/EQUITIES/2006/DEC/cm29DEC2006bhav.csv.zip"
"2006-12-30","Sat","Holiday","Holiday","Weekend",30,"DEC",2006,"NA"
"2006-12-31","Sun","Holiday","Holiday","Weekend",31,"DEC",2006,"NA"
"2007-01-01","Mon","Holiday","Holiday","Bakri ID",1,"JAN",2007,"NA"
"2007-01-02","Tue","Working Day","Working Day",,2,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm2JAN2007bhav.csv.zip"
"2007-01-03","Wed","Working Day","Working Day",,3,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm3JAN2007bhav.csv.zip"
"2007-01-04","Thu","Working Day","Working Day",,4,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm4JAN2007bhav.csv.zip"
"2007-01-05","Fri","Working Day","Working Day",,5,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm5JAN2007bhav.csv.zip"
"2007-01-06","Sat","Holiday","Holiday","Weekend",6,"JAN",2007,"NA"
"2007-01-07","Sun","Holiday","Holiday","Weekend",7,"JAN",2007,"NA"
"2007-01-08","Mon","Working Day","Working Day",,8,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm8JAN2007bhav.csv.zip"
"2007-01-09","Tue","Working Day","Working Day",,9,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm9JAN2007bhav.csv.zip"
"2007-01-10","Wed","Working Day","Working Day",,10,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm10JAN2007bhav.csv.zip"
"2007-01-11","Thu","Working Day","Working Day",,11,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm11JAN2007bhav.csv.zip"
"2007-01-12","Fri","Working Day","Working Day",,12,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm12JAN2007bhav.csv.zip"
"2007-01-13","Sat","Holiday","Holiday","Weekend",13,"JAN",2007,"NA"
"2007-01-14","Sun","Holiday","Holiday","Weekend",14,"JAN",2007,"NA"
"2007-01-15","Mon","Working Day","Working Day",,15,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm15JAN2007bhav.csv.zip"
"2007-01-16","Tue","Working Day","Working Day",,16,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm16JAN2007bhav.csv.zip"
"2007-01-17","Wed","Working Day","Working Day",,17,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm17JAN2007bhav.csv.zip"
"2007-01-18","Thu","Working Day","Working Day",,18,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm18JAN2007bhav.csv.zip"
"2007-01-19","Fri","Working Day","Working Day",,19,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm19JAN2007bhav.csv.zip"
"2007-01-20","Sat","Holiday","Holiday","Weekend",20,"JAN",2007,"NA"
"2007-01-21","Sun","Holiday","Holiday","Weekend",21,"JAN",2007,"NA"
"2007-01-22","Mon","Working Day","Working Day",,22,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm22JAN2007bhav.csv.zip"
"2007-01-23","Tue","Working Day","Working Day",,23,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm23JAN2007bhav.csv.zip"
"2007-01-24","Wed","Working Day","Working Day",,24,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm24JAN2007bhav.csv.zip"
"2007-01-25","Thu","Working Day","Working Day",,25,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm25JAN2007bhav.csv.zip"
"2007-01-26","Fri","Holiday","Holiday","Republic Day",26,"JAN",2007,"NA"
"2007-01-27","Sat","Holiday","Holiday","Weekend",27,"JAN",2007,"NA"
"2007-01-28","Sun","Holiday","Holiday","Weekend",28,"JAN",2007,"NA"
"2007-01-29","Mon","Working Day","Working Day",,29,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm29JAN2007bhav.csv.zip"
"2007-01-30","Tue","Holiday","Holiday","Moharram",30,"JAN",2007,"NA"
"2007-01-31","Wed","Working Day","Working Day",,31,"JAN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JAN/cm31JAN2007bhav.csv.zip"
"2007-02-01","Thu","Working Day","Working Day",,1,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm1FEB2007bhav.csv.zip"
"2007-02-02","Fri","Working Day","Working Day",,2,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm2FEB2007bhav.csv.zip"
"2007-02-03","Sat","Holiday","Holiday","Weekend",3,"FEB",2007,"NA"
"2007-02-04","Sun","Holiday","Holiday","Weekend",4,"FEB",2007,"NA"
"2007-02-05","Mon","Working Day","Working Day",,5,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm5FEB2007bhav.csv.zip"
"2007-02-06","Tue","Working Day","Working Day",,6,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm6FEB2007bhav.csv.zip"
"2007-02-07","Wed","Working Day","Working Day",,7,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm7FEB2007bhav.csv.zip"
"2007-02-08","Thu","Working Day","Working Day",,8,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm8FEB2007bhav.csv.zip"
"2007-02-09","Fri","Working Day","Working Day",,9,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm9FEB2007bhav.csv.zip"
"2007-02-10","Sat","Holiday","Holiday","Weekend",10,"FEB",2007,"NA"
"2007-02-11","Sun","Holiday","Holiday","Weekend",11,"FEB",2007,"NA"
"2007-02-12","Mon","Working Day","Working Day",,12,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm12FEB2007bhav.csv.zip"
"2007-02-13","Tue","Working Day","Working Day",,13,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm13FEB2007bhav.csv.zip"
"2007-02-14","Wed","Working Day","Working Day",,14,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm14FEB2007bhav.csv.zip"
"2007-02-15","Thu","Working Day","Working Day",,15,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm15FEB2007bhav.csv.zip"
"2007-02-16","Fri","Holiday","Holiday","Mahashivratri",16,"FEB",2007,"NA"
"2007-02-17","Sat","Holiday","Holiday","Weekend",17,"FEB",2007,"NA"
"2007-02-18","Sun","Holiday","Holiday","Weekend",18,"FEB",2007,"NA"
"2007-02-19","Mon","Working Day","Working Day",,19,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm19FEB2007bhav.csv.zip"
"2007-02-20","Tue","Working Day","Working Day",,20,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm20FEB2007bhav.csv.zip"
"2007-02-21","Wed","Working Day","Working Day",,21,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm21FEB2007bhav.csv.zip"
"2007-02-22","Thu","Working Day","Working Day",,22,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm22FEB2007bhav.csv.zip"
"2007-02-23","Fri","Working Day","Working Day",,23,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm23FEB2007bhav.csv.zip"
"2007-02-24","Sat","Holiday","Holiday","Weekend",24,"FEB",2007,"NA"
"2007-02-25","Sun","Holiday","Holiday","Weekend",25,"FEB",2007,"NA"
"2007-02-26","Mon","Working Day","Working Day",,26,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm26FEB2007bhav.csv.zip"
"2007-02-27","Tue","Working Day","Working Day",,27,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm27FEB2007bhav.csv.zip"
"2007-02-28","Wed","Working Day","Working Day",,28,"FEB",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/FEB/cm28FEB2007bhav.csv.zip"
"2007-03-01","Thu","Working Day","Working Day",,1,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm1MAR2007bhav.csv.zip"
"2007-03-02","Fri","Working Day","Working Day",,2,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm2MAR2007bhav.csv.zip"
"2007-03-03","Sat","Holiday","Holiday","Weekend",3,"MAR",2007,"NA"
"2007-03-04","Sun","Holiday","Holiday","Weekend",4,"MAR",2007,"NA"
"2007-03-05","Mon","Working Day","Working Day",,5,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm5MAR2007bhav.csv.zip"
"2007-03-06","Tue","Working Day","Working Day",,6,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm6MAR2007bhav.csv.zip"
"2007-03-07","Wed","Working Day","Working Day",,7,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm7MAR2007bhav.csv.zip"
"2007-03-08","Thu","Working Day","Working Day",,8,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm8MAR2007bhav.csv.zip"
"2007-03-09","Fri","Working Day","Working Day",,9,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm9MAR2007bhav.csv.zip"
"2007-03-10","Sat","Holiday","Holiday","Weekend",10,"MAR",2007,"NA"
"2007-03-11","Sun","Holiday","Holiday","Weekend",11,"MAR",2007,"NA"
"2007-03-12","Mon","Working Day","Working Day",,12,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm12MAR2007bhav.csv.zip"
"2007-03-13","Tue","Working Day","Working Day",,13,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm13MAR2007bhav.csv.zip"
"2007-03-14","Wed","Working Day","Working Day",,14,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm14MAR2007bhav.csv.zip"
"2007-03-15","Thu","Working Day","Working Day",,15,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm15MAR2007bhav.csv.zip"
"2007-03-16","Fri","Working Day","Working Day",,16,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm16MAR2007bhav.csv.zip"
"2007-03-17","Sat","Holiday","Holiday","Weekend",17,"MAR",2007,"NA"
"2007-03-18","Sun","Holiday","Holiday","Weekend",18,"MAR",2007,"NA"
"2007-03-19","Mon","Working Day","Working Day",,19,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm19MAR2007bhav.csv.zip"
"2007-03-20","Tue","Working Day","Working Day",,20,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm20MAR2007bhav.csv.zip"
"2007-03-21","Wed","Working Day","Working Day",,21,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm21MAR2007bhav.csv.zip"
"2007-03-22","Thu","Working Day","Working Day",,22,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm22MAR2007bhav.csv.zip"
"2007-03-23","Fri","Working Day","Working Day",,23,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm23MAR2007bhav.csv.zip"
"2007-03-24","Sat","Holiday","Holiday","Weekend",24,"MAR",2007,"NA"
"2007-03-25","Sun","Holiday","Holiday","Weekend",25,"MAR",2007,"NA"
"2007-03-26","Mon","Working Day","Working Day",,26,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm26MAR2007bhav.csv.zip"
"2007-03-27","Tue","Holiday","Holiday","Ram Navami",27,"MAR",2007,"NA"
"2007-03-28","Wed","Working Day","Working Day",,28,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm28MAR2007bhav.csv.zip"
"2007-03-29","Thu","Working Day","Working Day",,29,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm29MAR2007bhav.csv.zip"
"2007-03-30","Fri","Working Day","Working Day",,30,"MAR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAR/cm30MAR2007bhav.csv.zip"
"2007-03-31","Sat","Holiday","Holiday","Weekend",31,"MAR",2007,"NA"
"2007-04-01","Sun","Holiday","Holiday","Weekend",1,"APR",2007,"NA"
"2007-04-02","Mon","Working Day","Working Day",,2,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm2APR2007bhav.csv.zip"
"2007-04-03","Tue","Working Day","Working Day",,3,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm3APR2007bhav.csv.zip"
"2007-04-04","Wed","Working Day","Working Day",,4,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm4APR2007bhav.csv.zip"
"2007-04-05","Thu","Working Day","Working Day",,5,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm5APR2007bhav.csv.zip"
"2007-04-06","Fri","Holiday","Holiday","Good Friday",6,"APR",2007,"NA"
"2007-04-07","Sat","Holiday","Holiday","Weekend",7,"APR",2007,"NA"
"2007-04-08","Sun","Holiday","Holiday","Weekend",8,"APR",2007,"NA"
"2007-04-09","Mon","Working Day","Working Day",,9,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm9APR2007bhav.csv.zip"
"2007-04-10","Tue","Working Day","Working Day",,10,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm10APR2007bhav.csv.zip"
"2007-04-11","Wed","Working Day","Working Day",,11,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm11APR2007bhav.csv.zip"
"2007-04-12","Thu","Working Day","Working Day",,12,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm12APR2007bhav.csv.zip"
"2007-04-13","Fri","Working Day","Working Day",,13,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm13APR2007bhav.csv.zip"
"2007-04-14","Sat","Holiday","Holiday","Weekend",14,"APR",2007,"NA"
"2007-04-15","Sun","Holiday","Holiday","Weekend",15,"APR",2007,"NA"
"2007-04-16","Mon","Working Day","Working Day",,16,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm16APR2007bhav.csv.zip"
"2007-04-17","Tue","Working Day","Working Day",,17,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm17APR2007bhav.csv.zip"
"2007-04-18","Wed","Working Day","Working Day",,18,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm18APR2007bhav.csv.zip"
"2007-04-19","Thu","Working Day","Working Day",,19,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm19APR2007bhav.csv.zip"
"2007-04-20","Fri","Working Day","Working Day",,20,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm20APR2007bhav.csv.zip"
"2007-04-21","Sat","Holiday","Holiday","Weekend",21,"APR",2007,"NA"
"2007-04-22","Sun","Holiday","Holiday","Weekend",22,"APR",2007,"NA"
"2007-04-23","Mon","Working Day","Working Day",,23,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm23APR2007bhav.csv.zip"
"2007-04-24","Tue","Working Day","Working Day",,24,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm24APR2007bhav.csv.zip"
"2007-04-25","Wed","Working Day","Working Day",,25,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm25APR2007bhav.csv.zip"
"2007-04-26","Thu","Working Day","Working Day",,26,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm26APR2007bhav.csv.zip"
"2007-04-27","Fri","Working Day","Working Day",,27,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm27APR2007bhav.csv.zip"
"2007-04-28","Sat","Holiday","Holiday","Weekend",28,"APR",2007,"NA"
"2007-04-29","Sun","Holiday","Holiday","Weekend",29,"APR",2007,"NA"
"2007-04-30","Mon","Working Day","Working Day",,30,"APR",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/APR/cm30APR2007bhav.csv.zip"
"2007-05-01","Tue","Holiday","Holiday","class=""SpellE""Maharashtra Day",1,"MAY",2007,"NA"
"2007-05-02","Wed","Holiday","Holiday","Buddha Pournima",2,"MAY",2007,"NA"
"2007-05-03","Thu","Working Day","Working Day",,3,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm3MAY2007bhav.csv.zip"
"2007-05-04","Fri","Working Day","Working Day",,4,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm4MAY2007bhav.csv.zip"
"2007-05-05","Sat","Holiday","Holiday","Weekend",5,"MAY",2007,"NA"
"2007-05-06","Sun","Holiday","Holiday","Weekend",6,"MAY",2007,"NA"
"2007-05-07","Mon","Working Day","Working Day",,7,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm7MAY2007bhav.csv.zip"
"2007-05-08","Tue","Working Day","Working Day",,8,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm8MAY2007bhav.csv.zip"
"2007-05-09","Wed","Working Day","Working Day",,9,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm9MAY2007bhav.csv.zip"
"2007-05-10","Thu","Working Day","Working Day",,10,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm10MAY2007bhav.csv.zip"
"2007-05-11","Fri","Working Day","Working Day",,11,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm11MAY2007bhav.csv.zip"
"2007-05-12","Sat","Holiday","Holiday","Weekend",12,"MAY",2007,"NA"
"2007-05-13","Sun","Holiday","Holiday","Weekend",13,"MAY",2007,"NA"
"2007-05-14","Mon","Working Day","Working Day",,14,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm14MAY2007bhav.csv.zip"
"2007-05-15","Tue","Working Day","Working Day",,15,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm15MAY2007bhav.csv.zip"
"2007-05-16","Wed","Working Day","Working Day",,16,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm16MAY2007bhav.csv.zip"
"2007-05-17","Thu","Working Day","Working Day",,17,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm17MAY2007bhav.csv.zip"
"2007-05-18","Fri","Working Day","Working Day",,18,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm18MAY2007bhav.csv.zip"
"2007-05-19","Sat","Holiday","Holiday","Weekend",19,"MAY",2007,"NA"
"2007-05-20","Sun","Holiday","Holiday","Weekend",20,"MAY",2007,"NA"
"2007-05-21","Mon","Working Day","Working Day",,21,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm21MAY2007bhav.csv.zip"
"2007-05-22","Tue","Working Day","Working Day",,22,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm22MAY2007bhav.csv.zip"
"2007-05-23","Wed","Working Day","Working Day",,23,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm23MAY2007bhav.csv.zip"
"2007-05-24","Thu","Working Day","Working Day",,24,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm24MAY2007bhav.csv.zip"
"2007-05-25","Fri","Working Day","Working Day",,25,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm25MAY2007bhav.csv.zip"
"2007-05-26","Sat","Holiday","Holiday","Weekend",26,"MAY",2007,"NA"
"2007-05-27","Sun","Holiday","Holiday","Weekend",27,"MAY",2007,"NA"
"2007-05-28","Mon","Working Day","Working Day",,28,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm28MAY2007bhav.csv.zip"
"2007-05-29","Tue","Working Day","Working Day",,29,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm29MAY2007bhav.csv.zip"
"2007-05-30","Wed","Working Day","Working Day",,30,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm30MAY2007bhav.csv.zip"
"2007-05-31","Thu","Working Day","Working Day",,31,"MAY",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/MAY/cm31MAY2007bhav.csv.zip"
"2007-06-01","Fri","Working Day","Working Day",,1,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm1JUN2007bhav.csv.zip"
"2007-06-02","Sat","Holiday","Holiday","Weekend",2,"JUN",2007,"NA"
"2007-06-03","Sun","Holiday","Holiday","Weekend",3,"JUN",2007,"NA"
"2007-06-04","Mon","Working Day","Working Day",,4,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm4JUN2007bhav.csv.zip"
"2007-06-05","Tue","Working Day","Working Day",,5,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm5JUN2007bhav.csv.zip"
