INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
OPTSTK,ABB,28-Apr-2011,960,CE,0,0,0,3.05,5.45,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,980,CE,0,0,0,2.3,4.25,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,1000,CE,0,0,0,1.7,3.3,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,1020,CE,0,0,0,1.25,2.55,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,1040,CE,0,0,0,0.9,1.95,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,1060,CE,0,0,0,0.65,1.5,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,1080,CE,0,0,0,0.5,1.15,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,1100,CE,0,0,0,0.35,0.9,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,1120,CE,0,0,0,0.25,0.65,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,500,PE,0,0,0,0.3,0.45,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,520,PE,0,0,0,0.55,0.85,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,540,PE,0,0,0,1.05,1.45,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,560,PE,0,0,0,1.9,2.45,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,580,PE,0,0,0,3.15,3.9,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,600,PE,0,0,0,5.1,6,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,620,PE,0,0,0,7.75,8.8,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,640,PE,0,0,0,11.4,12.5,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,660,PE,0,0,0,16.1,17.25,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,680,PE,0,0,0,21.95,23,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,700,PE,0,0,0,29.15,29.95,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,720,PE,0,0,0,37.65,38.1,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,740,PE,0,0,0,47.5,47.45,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,760,PE,0,0,0,58.6,58,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,780,PE,0,0,0,70.95,69.65,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,800,PE,0,0,0,84.4,82.4,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,820,PE,0,0,0,98.95,96.15,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,840,PE,0,0,0,114.3,110.8,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,860,PE,0,0,0,130.45,126.25,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,880,PE,0,0,0,147.3,142.35,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,900,PE,0,0,0,164.7,159.1,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,920,PE,0,0,0,182.55,176.35,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,940,PE,0,0,0,200.75,194,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,960,PE,0,0,0,219.3,212.1,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,980,PE,0,0,0,238.05,230.45,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,1000,PE,0,0,0,257,249.05,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,1020,PE,0,0,0,276.1,267.85,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,1040,PE,0,0,0,295.3,286.8,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,1060,PE,0,0,0,314.6,305.9,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,1080,PE,0,0,0,334,325.15,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,1100,PE,0,0,0,353.4,344.4,0,0,0,0,31-JAN-2011,
OPTSTK,ABB,28-Apr-2011,1120,PE,0,0,0,372.85,363.75,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,240,CE,0,0,0,199.5,110.05,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,260,CE,0,0,0,181.7,90.4,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,280,CE,0,0,0,164.7,71.4,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,300,CE,0,0,0,148.55,53.7,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,320,CE,0,0,0,133.4,38.2,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,340,CE,18,19,18,19,19,2,7.17,3000,2000,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,360,CE,10,11,10,10.5,10.5,4,14.81,11000,1000,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,380,CE,5,5,5,5,5,5,19.25,7000,5000,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,400,CE,0,0,0,2,5.35,0,0,1000,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,420,CE,0,0,0,73.55,2.85,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,440,CE,0,0,0,64.65,1.45,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,460,CE,0,0,0,56.75,0.7,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,480,CE,0,0,0,49.7,0.35,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,500,CE,0,0,0,43.4,0.15,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,520,CE,0,0,0,37.9,0.1,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,540,CE,0,0,0,33.05,0.05,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,560,CE,0,0,0,28.75,0.05,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,580,CE,0,0,0,25,0,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,240,PE,0,0,0,2.65,0.1,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,260,PE,0,0,0,4.45,0.35,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,280,PE,0,0,0,7.05,1.2,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,300,PE,0,0,0,2,3.4,0,0,2000,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,320,PE,0,0,0,14.95,7.8,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,340,PE,0,0,0,13,15.05,0,0,1000,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,360,PE,0,0,0,20,25.5,0,0,2000,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,380,PE,0,0,0,34.6,38.8,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,400,PE,0,0,0,43.3,54.55,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,420,PE,0,0,0,53.05,71.9,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,440,PE,0,0,0,63.8,90.4,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,460,PE,0,0,0,75.5,109.55,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,480,PE,0,0,0,88,129.1,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,500,PE,0,0,0,101.35,148.8,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,520,PE,0,0,0,115.4,168.6,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,540,PE,0,0,0,130.15,188.45,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,560,PE,0,0,0,145.5,208.35,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,24-Feb-2011,580,PE,0,0,0,161.35,228.25,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,240,CE,0,0,0,171.2,113.45,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,260,CE,0,0,0,154.45,95.35,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,280,CE,0,0,0,138.65,78.45,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,300,CE,0,0,0,123.9,63.15,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,320,CE,0,0,0,110.25,49.7,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,340,CE,0,0,0,97.7,38.35,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,360,CE,0,0,0,86.3,29,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,380,CE,0,0,0,76,21.5,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,400,CE,0,0,0,66.75,15.7,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,420,CE,0,0,0,58.5,11.3,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,440,CE,0,0,0,51.1,8,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,460,CE,0,0,0,44.6,5.6,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,480,CE,0,0,0,38.85,3.9,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,500,CE,0,0,0,33.85,2.65,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,520,CE,0,0,0,29.4,1.8,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,540,CE,0,0,0,25.55,1.25,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,560,CE,0,0,0,22.2,0.85,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,580,CE,0,0,0,19.25,0.55,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,240,PE,0,0,0,4.75,1.2,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,260,PE,0,0,0,7.55,2.75,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,280,PE,0,0,0,11.3,5.55,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,300,PE,0,0,0,16.1,9.95,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,320,PE,0,0,0,22,16.25,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,340,PE,0,0,0,29.05,24.55,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,360,PE,0,0,0,37.2,34.9,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,380,PE,0,0,0,46.45,47.15,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,400,PE,0,0,0,56.75,61,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,420,PE,0,0,0,68.05,76.35,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,440,PE,0,0,0,80.25,92.75,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,460,PE,0,0,0,93.3,110.05,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,480,PE,0,0,0,107.1,128,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,500,PE,0,0,0,121.65,146.5,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,520,PE,0,0,0,136.75,165.35,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,540,PE,0,0,0,152.45,184.45,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,560,PE,0,0,0,168.65,203.75,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,31-Mar-2011,580,PE,0,0,0,185.25,223.2,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,240,CE,0,0,0,127.35,116.65,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,260,CE,0,0,0,110.25,99.6,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,280,CE,0,0,0,94.35,83.8,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,300,CE,0,0,0,79.85,69.55,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,320,CE,0,0,0,66.85,56.95,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,340,CE,0,0,0,55.4,46.05,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,360,CE,0,0,0,45.55,36.8,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,380,CE,0,0,0,37.1,29.15,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,400,CE,0,0,0,30,22.85,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,420,CE,0,0,0,24.1,17.75,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,440,CE,0,0,0,19.25,13.75,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,460,CE,0,0,0,15.3,10.5,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,480,CE,0,0,0,12.1,8,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,500,CE,0,0,0,9.5,6.1,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,520,CE,0,0,0,7.45,4.6,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,540,CE,0,0,0,5.85,3.45,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,560,CE,0,0,0,4.55,2.6,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,240,PE,0,0,0,2.9,2.7,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,260,PE,0,0,0,5.35,5.2,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,280,PE,0,0,0,9,8.95,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,300,PE,0,0,0,14.05,14.25,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,320,PE,0,0,0,20.6,21.25,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,340,PE,0,0,0,28.7,29.9,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,360,PE,0,0,0,38.35,40.25,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,380,PE,0,0,0,49.45,52.1,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,400,PE,0,0,0,61.9,65.35,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,420,PE,0,0,0,75.55,79.85,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,440,PE,0,0,0,90.25,95.4,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,460,PE,0,0,0,105.85,111.75,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,480,PE,0,0,0,122.2,128.8,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,500,PE,0,0,0,139.15,146.4,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,520,PE,0,0,0,156.65,164.5,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,540,PE,0,0,0,174.6,182.9,0,0,0,0,31-JAN-2011,
OPTSTK,ABGSHIP,28-Apr-2011,560,PE,0,0,0,192.85,201.6,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,500,CE,0,0,0,257.15,252.95,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,520,CE,0,0,0,237.7,233.05,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,540,CE,0,0,0,218.35,213.15,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,560,CE,0,0,0,199.25,193.25,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,580,CE,0,0,0,180.45,173.35,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,600,CE,0,0,0,162.05,153.5,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,620,CE,0,0,0,144.3,133.65,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,640,CE,0,0,0,127.25,113.95,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,660,CE,0,0,0,111.15,94.55,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,680,CE,0,0,0,96.1,75.9,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,700,CE,0,0,0,82.2,58.5,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,720,CE,0,0,0,69.6,43,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,740,CE,0,0,0,58.3,29.95,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,760,CE,0,0,0,48.3,19.7,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,780,CE,0,0,0,39.6,12.2,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,800,CE,0,0,0,32.15,7.1,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,820,CE,0,0,0,25.85,3.9,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,840,CE,0,0,0,20.6,2,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,860,CE,0,0,0,16.2,0.95,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,880,CE,0,0,0,12.7,0.45,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,900,CE,0,0,0,9.8,0.2,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,920,CE,0,0,0,7.55,0.1,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,940,CE,0,0,0,5.75,0.05,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,960,CE,0,0,0,4.35,0.05,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,980,CE,0,0,0,3.25,0,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,1000,CE,0,0,0,2.45,0,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,1020,CE,0,0,0,1.8,0,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,1040,CE,0,0,0,1.35,0,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,1060,CE,0,0,0,1,0,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,1080,CE,0,0,0,0.7,0,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,1100,CE,0,0,0,0.5,0,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,500,PE,0,0,0,0.15,0,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,520,PE,0,0,0,0.3,0,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,540,PE,0,0,0,0.55,0,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,560,PE,0,0,0,1,0,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,580,PE,0,0,0,1.8,0,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,600,PE,0,0,0,3.05,0.05,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,620,PE,0,0,0,4.85,0.1,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,640,PE,0,0,0,7.45,0.25,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,660,PE,0,0,0,10.9,0.8,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,680,PE,0,0,0,15.5,2,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,700,PE,0,0,0,21.15,4.5,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,720,PE,0,0,0,28.15,8.9,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,740,PE,0,0,0,36.4,15.75,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,760,PE,0,0,0,46.05,25.4,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,780,PE,0,0,0,56.95,37.8,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,800,PE,0,0,0,69.1,52.6,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,820,PE,0,0,0,82.35,69.25,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,840,PE,0,0,0,96.7,87.25,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,860,PE,0,0,0,111.95,106.15,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,880,PE,0,0,0,128,125.5,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,900,PE,0,0,0,144.75,145.15,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,920,PE,0,0,0,162.05,164.95,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,940,PE,0,0,0,179.85,184.8,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,960,PE,0,0,0,198.05,204.65,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,980,PE,0,0,0,216.6,224.55,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,1000,PE,0,0,0,235.35,244.45,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,1020,PE,0,0,0,254.3,264.35,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,1040,PE,0,0,0,273.45,284.25,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,1060,PE,0,0,0,292.7,304.15,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,1080,PE,0,0,0,312,324,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,24-Feb-2011,1100,PE,0,0,0,331.4,343.9,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,500,CE,0,0,0,343.15,257.75,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,520,CE,0,0,0,323.6,238.05,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,540,CE,0,0,0,304.1,218.35,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,560,CE,0,0,0,284.65,198.75,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,580,CE,0,0,0,265.25,179.2,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,600,CE,0,0,0,246,159.8,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,620,CE,0,0,0,226.9,140.8,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,640,CE,0,0,0,208.1,122.25,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,660,CE,0,0,0,189.7,104.5,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,680,CE,0,0,0,171.75,87.75,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,700,CE,0,0,0,154.4,72.35,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,720,CE,0,0,0,137.8,58.4,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,740,CE,0,0,0,122.05,46.2,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,760,CE,0,0,0,107.3,35.8,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,780,CE,0,0,0,93.5,27.1,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,800,CE,0,0,0,80.85,20.1,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,820,CE,0,0,0,69.35,14.65,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,840,CE,0,0,0,59,10.4,0,0,0,0,31-JAN-2011,
OPTSTK,ABIRLANUVO,31-Mar-2011,860,CE,0,0,0,49.8,7.25,0,0,0,0,31-JAN-2011,
