"","Date","Day","For Trading","For Settlement","Reason","Date","Month","Year","Equity URL","Derivative URL","WDM URL","DEBT URL","RDM URL","SLBS URL"
"2051","2006-08-13","Sun","Holiday","Holiday","Weekend","13","AUG","2006","","","2051","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"2052","2006-08-14","Mon","Working Day","Working Day","-","14","AUG","2006","http://www.nseindia.com/content/historical/EQUITIES/2006/AUG/cm14AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2006/AUG/fo14AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2006/AUG/wdmlist_1482006.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"2053","2006-08-15","Tue","Holiday","Holiday","Independence Day","15","AUG","2006","","","2053","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"2054","2006-08-16","Wed","Working Day","Working Day","-","16","AUG","2006","http://www.nseindia.com/content/historical/EQUITIES/2006/AUG/cm16AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2006/AUG/fo16AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2006/AUG/wdmlist_1682006.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"2055","2006-08-17","Thu","Working Day","Working Day","-","17","AUG","2006","http://www.nseindia.com/content/historical/EQUITIES/2006/AUG/cm17AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2006/AUG/fo17AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2006/AUG/wdmlist_1782006.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"2056","2006-08-18","Fri","Working Day","Working Day","-","18","AUG","2006","http://www.nseindia.com/content/historical/EQUITIES/2006/AUG/cm18AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2006/AUG/fo18AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2006/AUG/wdmlist_1882006.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"2057","2006-08-19","Sat","Holiday","Holiday","Weekend","19","AUG","2006","","","2057","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"2058","2006-08-20","Sun","Holiday","Holiday","Weekend","20","AUG","2006","","","2058","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"2059","2006-08-21","Mon","Working Day","Working Day","-","21","AUG","2006","http://www.nseindia.com/content/historical/EQUITIES/2006/AUG/cm21AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2006/AUG/fo21AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2006/AUG/wdmlist_2182006.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"2060","2006-08-22","Tue","Working Day","Working Day","-","22","AUG","2006","http://www.nseindia.com/content/historical/EQUITIES/2006/AUG/cm22AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2006/AUG/fo22AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2006/AUG/wdmlist_2282006.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"2061","2006-08-23","Wed","Working Day","Working Day","-","23","AUG","2006","http://www.nseindia.com/content/historical/EQUITIES/2006/AUG/cm23AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2006/AUG/fo23AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2006/AUG/wdmlist_2382006.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"2062","2006-08-24","Thu","Working Day","Working Day","-","24","AUG","2006","http://www.nseindia.com/content/historical/EQUITIES/2006/AUG/cm24AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2006/AUG/fo24AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2006/AUG/wdmlist_2482006.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"2063","2006-08-25","Fri","Working Day","Working Day","-","25","AUG","2006","http://www.nseindia.com/content/historical/EQUITIES/2006/AUG/cm25AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2006/AUG/fo25AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2006/AUG/wdmlist_2582006.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"2064","2006-08-26","Sat","Holiday","Holiday","Weekend","26","AUG","2006","","","2064","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"2065","2006-08-27","Sun","Holiday","Holiday","Weekend","27","AUG","2006","","","2065","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"2066","2006-08-28","Mon","Working Day","Working Day","-","28","AUG","2006","http://www.nseindia.com/content/historical/EQUITIES/2006/AUG/cm28AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2006/AUG/fo28AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2006/AUG/wdmlist_2882006.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"2067","2006-08-29","Tue","Working Day","Working Day","-","29","AUG","2006","http://www.nseindia.com/content/historical/EQUITIES/2006/AUG/cm29AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2006/AUG/fo29AUG2006bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2006/AUG/wdmlist_2982006.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
